Value,dx Normalized Frequency,dy Normalized Frequency
1289,3.84E-06,0
1290,3.98E-06,0
1291,3.63E-06,0
1292,4.02E-06,0
1293,4.09E-06,0
1294,3.74E-06,0
1295,4.09E-06,0
1296,3.46E-06,0
1297,3.70E-06,0
1298,3.39E-06,0
1299,3.56E-06,0
1300,3.42E-06,0
1301,3.91E-06,0
1302,3.95E-06,0
1303,3.46E-06,0
1304,4.05E-06,0
1305,3.56E-06,0
1306,3.88E-06,0
1307,4.05E-06,0
1308,4.12E-06,0
1309,4.26E-06,0
1310,3.35E-06,0
1311,4.29E-06,0
1312,3.74E-06,0
1313,3.00E-06,0
1314,3.98E-06,0
1315,4.40E-06,0
1316,3.14E-06,0
1317,3.46E-06,0
1318,4.36E-06,0
1319,4.19E-06,0
1320,3.88E-06,0
1321,3.35E-06,0
1322,3.35E-06,0
1323,3.60E-06,0
1324,3.11E-06,0
1325,3.63E-06,0
1326,4.26E-06,0
1327,3.53E-06,0
1328,2.90E-06,0
1329,3.63E-06,0
1330,3.35E-06,0
1331,3.18E-06,0
1332,2.86E-06,0
1333,2.55E-06,0
1334,3.28E-06,0
1335,3.25E-06,0
1336,2.90E-06,0
1337,3.04E-06,0
1338,3.00E-06,0
1339,3.42E-06,0
1340,3.60E-06,0
1341,3.21E-06,0
1342,3.07E-06,0
1343,3.28E-06,0
1344,3.46E-06,0
1345,3.32E-06,0
1346,3.49E-06,0
1347,3.21E-06,0
1348,4.02E-06,0
1349,2.65E-06,0
1350,2.86E-06,0
1351,2.86E-06,0
1352,2.72E-06,0
1353,3.14E-06,0
1354,2.62E-06,0
1355,2.90E-06,0
1356,2.58E-06,0
1357,3.46E-06,0
1358,2.44E-06,0
1359,2.97E-06,0
1360,3.46E-06,0
1361,3.00E-06,0
1362,2.65E-06,0
1363,3.21E-06,0
1364,2.83E-06,0
1365,2.72E-06,0
1366,2.69E-06,0
1367,2.93E-06,0
1368,3.49E-06,0
1369,2.93E-06,0
1370,2.51E-06,0
1371,3.07E-06,0
1372,2.90E-06,0
1373,2.79E-06,0
1374,3.04E-06,0
1375,2.83E-06,0
1376,2.34E-06,0
1377,2.72E-06,0
1378,2.79E-06,0
1379,3.25E-06,0
1380,2.97E-06,0
1381,2.30E-06,0
1382,3.18E-06,0
1383,2.76E-06,0
1384,2.65E-06,0
1385,3.07E-06,0
1386,2.55E-06,0
1387,2.90E-06,0
1388,2.62E-06,0
1389,2.23E-06,0
1390,2.58E-06,0
1391,2.58E-06,0
1392,2.37E-06,0
1393,2.41E-06,0
1394,2.76E-06,0
1395,2.93E-06,0
1396,2.83E-06,0
1397,2.37E-06,0
1398,1.71E-06,0
1399,2.16E-06,0
1400,1.99E-06,0
1401,2.30E-06,0
1402,2.90E-06,0
1403,2.86E-06,0
1404,2.10E-06,0
1405,2.16E-06,0
1406,2.06E-06,0
1407,3.14E-06,0
1408,1.75E-06,0
1409,2.34E-06,0
1410,2.37E-06,0
1411,1.99E-06,0
1412,2.41E-06,0
1413,2.83E-06,0
1414,2.41E-06,0
1415,2.13E-06,0
1416,2.83E-06,0
1417,2.41E-06,0
1418,2.51E-06,0
1419,2.37E-06,0
1420,2.93E-06,0
1421,2.30E-06,0
1422,2.30E-06,0
1423,1.82E-06,0
1424,2.72E-06,0
1425,2.27E-06,0
1426,1.99E-06,0
1427,2.10E-06,0
1428,2.16E-06,0
1429,2.97E-06,0
1430,2.51E-06,0
1431,2.41E-06,0
1432,2.23E-06,0
1433,2.06E-06,0
1434,2.65E-06,0
1435,2.13E-06,0
1436,2.34E-06,0
1437,2.23E-06,0
1438,2.34E-06,0
1439,2.16E-06,0
1440,2.51E-06,0
1441,2.16E-06,0
1442,2.20E-06,0
1443,2.10E-06,0
1444,1.75E-06,0
1445,1.89E-06,0
1446,2.06E-06,0
1447,1.78E-06,0
1448,2.06E-06,0
1449,1.57E-06,0
1450,2.27E-06,0
1451,1.82E-06,0
1452,2.51E-06,0
1453,1.82E-06,0
1454,1.78E-06,0
1455,1.92E-06,0
1456,2.37E-06,0
1457,2.20E-06,0
1458,1.96E-06,0
1459,2.23E-06,0
1460,2.13E-06,0
1461,1.57E-06,0
1462,1.96E-06,0
1463,1.57E-06,0
1464,1.99E-06,0
1465,1.99E-06,0
1466,1.96E-06,0
1467,1.78E-06,0
1468,2.03E-06,0
1469,1.75E-06,0
1470,1.96E-06,0
1471,1.92E-06,0
1472,2.30E-06,0
1473,1.96E-06,0
1474,2.27E-06,0
1475,1.43E-06,0
1476,1.89E-06,0
1477,1.92E-06,0
1478,1.85E-06,0
1479,1.40E-06,0
1480,1.68E-06,0
1481,1.68E-06,0
1482,1.71E-06,0
1483,1.82E-06,0
1484,1.40E-06,0
1485,2.03E-06,0
1486,1.54E-06,0
1487,1.85E-06,0
1488,1.75E-06,0
1489,1.47E-06,0
1490,1.92E-06,0
1491,1.75E-06,0
1492,1.50E-06,0
1493,2.06E-06,0
1494,2.13E-06,0
1495,1.68E-06,0
1496,1.75E-06,0
1497,1.99E-06,0
1498,1.92E-06,0
1499,1.99E-06,0
1500,1.82E-06,0
1501,2.03E-06,0
1502,1.71E-06,0
1503,1.64E-06,0
1504,1.64E-06,0
1505,1.54E-06,0
1506,1.19E-06,0
1507,1.40E-06,0
1508,2.20E-06,0
1509,1.22E-06,0
1510,1.64E-06,0
1511,1.68E-06,0
1512,1.57E-06,0
1513,1.75E-06,0
1514,1.50E-06,0
1515,1.36E-06,0
1516,1.82E-06,0
1517,1.36E-06,0
1518,1.40E-06,0
1519,1.64E-06,0
1520,1.82E-06,0
1521,1.40E-06,0
1522,1.57E-06,0
1523,1.33E-06,0
1524,1.57E-06,0
1525,1.15E-06,0
1526,1.29E-06,0
1527,1.40E-06,0
1528,1.47E-06,0
1529,1.36E-06,0
1530,1.15E-06,0
1531,1.19E-06,0
1532,1.12E-06,0
1533,1.22E-06,0
1534,1.57E-06,0
1535,2.06E-06,0
1536,1.61E-06,0
1537,1.26E-06,0
1538,1.68E-06,0
1539,1.47E-06,0
1540,1.54E-06,0
1541,1.29E-06,0
1542,1.71E-06,0
1543,1.57E-06,0
1544,1.54E-06,0
1545,1.01E-06,0
1546,1.15E-06,0
1547,1.57E-06,0
1548,1.82E-06,0
1549,1.64E-06,0
1550,1.29E-06,0
1551,1.08E-06,0
1552,1.26E-06,0
1553,1.57E-06,0
1554,1.29E-06,0
1555,1.33E-06,0
1556,1.61E-06,0
1557,1.57E-06,0
1558,1.43E-06,0
1559,8.73E-07,0
1560,1.15E-06,0
1561,1.22E-06,0
1562,1.36E-06,0
1563,1.19E-06,0
1564,1.68E-06,0
1565,1.12E-06,0
1566,9.78E-07,0
1567,1.54E-06,0
1568,1.54E-06,0
1569,1.22E-06,0
1570,1.29E-06,0
1571,1.08E-06,0
1572,1.15E-06,0
1573,1.29E-06,0
1574,1.78E-06,0
1575,1.50E-06,0
1576,1.19E-06,0
1577,9.43E-07,0
1578,1.01E-06,0
1579,1.54E-06,0
1580,1.19E-06,0
1581,1.22E-06,0
1582,1.36E-06,0
1583,1.01E-06,0
1584,1.22E-06,0
1585,1.08E-06,0
1586,1.01E-06,0
1587,1.01E-06,0
1588,1.33E-06,0
1589,1.22E-06,0
1590,1.12E-06,0
1591,1.08E-06,0
1592,1.12E-06,0
1593,1.01E-06,0
1594,1.12E-06,0
1595,1.50E-06,0
1596,1.15E-06,0
1597,1.40E-06,0
1598,1.08E-06,0
1599,1.19E-06,0
1600,9.08E-07,0
1601,1.05E-06,0
1602,1.05E-06,0
1603,9.78E-07,0
1604,1.15E-06,0
1605,1.26E-06,0
1606,1.15E-06,0
1607,1.22E-06,0
1608,1.19E-06,0
1609,1.15E-06,0
1610,9.78E-07,0
1611,8.38E-07,0
1612,1.19E-06,0
1613,9.78E-07,0
1614,1.36E-06,0
1615,1.12E-06,0
1616,9.43E-07,0
1617,1.15E-06,0
1618,1.40E-06,0
1619,1.05E-06,0
1620,1.01E-06,0
1621,1.47E-06,0
1622,9.43E-07,0
1623,1.43E-06,0
1624,1.40E-06,0
1625,1.12E-06,0
1626,8.38E-07,0
1627,1.01E-06,0
1628,8.38E-07,0
1629,7.68E-07,0
1630,9.78E-07,0
1631,1.26E-06,0
1632,1.01E-06,0
1633,8.03E-07,0
1634,9.78E-07,0
1635,9.43E-07,0
1636,9.78E-07,0
1637,9.43E-07,0
1638,9.78E-07,0
1639,8.73E-07,0
1640,1.15E-06,0
1641,1.15E-06,0
1642,1.01E-06,0
1643,8.73E-07,0
1644,9.08E-07,0
1645,8.73E-07,0
1646,1.05E-06,0
1647,4.89E-07,0
1648,8.73E-07,0
1649,9.78E-07,0
1650,8.73E-07,0
1651,6.63E-07,0
1652,7.33E-07,0
1653,9.78E-07,0
1654,9.43E-07,0
1655,6.29E-07,0
1656,8.03E-07,0
1657,9.78E-07,0
1658,9.43E-07,0
1659,1.15E-06,0
1660,7.33E-07,0
1661,1.12E-06,0
1662,1.22E-06,0
1663,1.29E-06,0
1664,1.05E-06,0
1665,1.26E-06,0
1666,1.01E-06,0
1667,9.08E-07,0
1668,6.98E-07,0
1669,1.12E-06,0
1670,9.78E-07,0
1671,7.68E-07,0
1672,6.29E-07,0
1673,8.03E-07,0
1674,6.63E-07,0
1675,5.59E-07,0
1676,1.05E-06,0
1677,7.68E-07,0
1678,1.26E-06,0
1679,9.78E-07,0
1680,6.29E-07,0
1681,6.98E-07,0
1682,8.73E-07,0
1683,7.68E-07,0
1684,9.43E-07,0
1685,5.94E-07,0
1686,6.98E-07,0
1687,8.03E-07,0
1688,5.94E-07,0
1689,4.54E-07,0
1690,5.94E-07,0
1691,5.94E-07,0
1692,6.98E-07,0
1693,6.29E-07,0
1694,9.08E-07,0
1695,6.98E-07,0
1696,8.73E-07,0
1697,5.94E-07,0
1698,6.63E-07,0
1699,8.38E-07,0
1700,9.43E-07,0
1701,7.33E-07,0
1702,7.33E-07,0
1703,8.38E-07,0
1704,8.03E-07,0
1705,9.08E-07,0
1706,9.08E-07,0
1707,6.63E-07,0
1708,8.73E-07,0
1709,5.24E-07,0
1710,6.63E-07,0
1711,8.38E-07,0
1712,8.03E-07,0
1713,5.94E-07,0
1714,1.12E-06,0
1715,1.05E-06,0
1716,8.38E-07,0
1717,6.98E-07,0
1718,6.29E-07,0
1719,8.03E-07,0
1720,9.08E-07,0
1721,8.73E-07,0
1722,6.98E-07,0
1723,8.73E-07,0
1724,5.59E-07,0
1725,1.12E-06,0
1726,9.78E-07,0
1727,6.29E-07,0
1728,5.94E-07,0
1729,9.08E-07,0
1730,5.94E-07,0
1731,5.94E-07,0
1732,9.43E-07,0
1733,6.29E-07,0
1734,5.59E-07,0
1735,5.59E-07,0
1736,7.68E-07,0
1737,4.89E-07,0
1738,7.33E-07,0
1739,4.89E-07,0
1740,7.68E-07,0
1741,8.03E-07,0
1742,6.29E-07,0
1743,3.84E-07,0
1744,4.54E-07,0
1745,6.29E-07,0
1746,5.94E-07,0
1747,5.59E-07,0
1748,8.03E-07,0
1749,8.73E-07,0
1750,7.33E-07,0
1751,7.68E-07,0
1752,3.14E-07,0
1753,2.79E-07,0
1754,2.79E-07,0
1755,4.19E-07,0
1756,5.59E-07,0
1757,7.33E-07,0
1758,5.94E-07,0
1759,9.43E-07,0
1760,6.29E-07,0
1761,4.89E-07,0
1762,6.98E-07,0
1763,8.73E-07,0
1764,4.89E-07,0
1765,5.59E-07,0
1766,7.33E-07,0
1767,5.59E-07,0
1768,4.54E-07,0
1769,8.03E-07,0
1770,5.94E-07,0
1771,6.63E-07,0
1772,6.98E-07,0
1773,8.03E-07,0
1774,5.94E-07,0
1775,6.63E-07,0
1776,4.89E-07,0
1777,5.59E-07,0
1778,5.94E-07,0
1779,8.03E-07,0
1780,6.63E-07,0
1781,6.63E-07,0
1782,4.54E-07,0
1783,7.33E-07,0
1784,6.98E-07,0
1785,6.98E-07,0
1786,6.63E-07,0
1787,5.94E-07,0
1788,4.89E-07,0
1789,5.59E-07,0
1790,3.49E-07,0
1791,4.19E-07,0
1792,5.94E-07,0
1793,2.79E-07,0
1794,7.68E-07,0
1795,6.29E-07,0
1796,5.94E-07,0
1797,3.84E-07,0
1798,3.49E-07,0
1799,5.24E-07,0
1800,4.54E-07,0
1801,3.14E-07,0
1802,5.24E-07,0
1803,5.94E-07,0
1804,5.94E-07,0
1805,4.54E-07,0
1806,5.59E-07,0
1807,4.89E-07,0
1808,8.38E-07,0
1809,4.89E-07,0
1810,6.29E-07,0
1811,4.89E-07,0
1812,6.29E-07,0
1813,5.24E-07,0
1814,5.59E-07,0
1815,2.44E-07,0
1816,5.94E-07,0
1817,2.44E-07,0
1818,3.49E-07,0
1819,2.44E-07,0
1820,3.84E-07,0
1821,4.89E-07,0
1822,6.29E-07,0
1823,3.84E-07,0
1824,3.84E-07,0
1825,3.84E-07,0
1826,5.94E-07,0
1827,2.44E-07,0
1828,6.63E-07,0
1829,4.54E-07,0
1830,5.24E-07,0
1831,5.94E-07,0
1832,5.24E-07,0
1833,7.33E-07,0
1834,3.49E-07,0
1835,4.89E-07,0
1836,4.89E-07,0
1837,3.49E-07,0
1838,5.94E-07,0
1839,3.14E-07,0
1840,5.24E-07,0
1841,4.54E-07,0
1842,1.40E-07,0
1843,5.59E-07,0
1844,5.59E-07,0
1845,5.59E-07,0
1846,4.54E-07,0
1847,5.59E-07,0
1848,4.19E-07,0
1849,3.84E-07,0
1850,6.98E-07,0
1851,4.19E-07,0
1852,1.40E-07,0
1853,3.14E-07,0
1854,6.29E-07,0
1855,2.44E-07,0
1856,2.79E-07,0
1857,3.84E-07,0
1858,3.84E-07,0
1859,5.24E-07,0
1860,4.54E-07,0
1861,3.14E-07,0
1862,3.84E-07,0
1863,4.54E-07,0
1864,4.19E-07,0
1865,4.89E-07,0
1866,4.89E-07,0
1867,3.49E-07,0
1868,3.14E-07,0
1869,3.49E-07,0
1870,3.84E-07,0
1871,5.94E-07,0
1872,4.89E-07,0
1873,4.54E-07,0
1874,4.89E-07,0
1875,4.54E-07,0
1876,4.54E-07,0
1877,5.24E-07,0
1878,2.44E-07,0
1879,3.14E-07,0
1880,3.14E-07,0
1881,4.19E-07,0
1882,6.29E-07,0
1883,2.44E-07,0
1884,3.14E-07,0
1885,3.49E-07,0
1886,3.14E-07,0
1887,4.19E-07,0
1888,3.49E-07,0
1889,3.84E-07,0
1890,3.49E-07,0
1891,3.84E-07,0
1892,3.14E-07,0
1893,2.10E-07,0
1894,2.10E-07,0
1895,4.89E-07,0
1896,1.75E-07,0
1897,2.10E-07,0
1898,2.44E-07,0
1899,4.19E-07,0
1900,4.89E-07,0
1901,2.79E-07,0
1902,4.19E-07,0
1903,2.79E-07,0
1904,1.75E-07,0
1905,6.29E-07,0
1906,3.84E-07,0
1907,1.75E-07,0
1908,3.84E-07,0
1909,2.79E-07,0
1910,2.79E-07,0
1911,3.14E-07,0
1912,4.89E-07,0
1913,4.19E-07,0
1914,3.49E-07,0
1915,4.89E-07,0
1916,5.24E-07,0
1917,2.10E-07,0
1918,2.44E-07,0
1919,4.89E-07,0
1920,3.14E-07,0
1921,3.49E-07,0
1922,3.14E-07,0
1923,2.10E-07,0
1924,2.79E-07,0
1925,5.94E-07,0
1926,4.89E-07,0
1927,4.54E-07,0
1928,2.79E-07,0
1929,2.44E-07,0
1930,3.84E-07,0
1931,2.44E-07,0
1932,1.75E-07,0
1933,2.10E-07,0
1934,1.40E-07,0
1935,3.49E-07,0
1936,2.44E-07,0
1937,3.49E-07,0
1938,4.54E-07,0
1939,4.19E-07,0
1940,3.49E-07,0
1941,3.84E-07,0
1942,5.59E-07,0
1943,4.54E-07,0
1944,2.79E-07,0
1945,3.14E-07,0
1946,2.44E-07,0
1947,2.44E-07,0
1948,3.14E-07,0
1949,4.19E-07,0
1950,2.44E-07,0
1951,5.94E-07,0
1952,3.14E-07,0
1953,3.49E-07,0
1954,1.75E-07,0
1955,1.40E-07,0
1956,2.10E-07,0
1957,3.14E-07,0
1958,2.79E-07,0
1959,2.79E-07,0
1960,2.10E-07,0
1961,3.49E-07,0
1962,3.14E-07,0
1963,2.44E-07,0
1964,4.54E-07,0
1965,2.10E-07,0
1966,2.44E-07,0
1967,2.79E-07,0
1968,3.14E-07,0
1969,1.75E-07,0
1970,1.40E-07,0
1971,3.49E-07,0
1972,3.49E-07,0
1973,2.10E-07,0
1974,2.10E-07,0
1975,3.84E-07,0
1976,2.10E-07,0
1977,4.19E-07,0
1978,4.19E-07,0
1979,3.14E-07,0
1980,2.10E-07,0
1981,3.84E-07,0
1982,2.79E-07,0
1983,3.49E-07,0
1984,1.75E-07,0
1985,2.10E-07,0
1986,5.24E-07,0
1987,2.10E-07,0
1988,2.10E-07,0
1989,1.75E-07,0
1990,2.79E-07,0
1991,3.49E-07,0
1992,1.75E-07,0
1993,2.44E-07,0
1994,2.44E-07,0
1995,3.84E-07,0
1996,2.44E-07,0
1997,2.44E-07,0
1998,2.44E-07,0
1999,2.79E-07,0
2000,3.14E-07,0
2001,1.75E-07,0
2002,2.10E-07,0
2003,2.44E-07,0
2004,3.14E-07,0
2005,2.10E-07,0
2006,2.44E-07,0
2007,2.44E-07,0
2008,2.44E-07,0
2009,1.40E-07,0
2010,3.49E-08,0
2011,3.14E-07,0
2012,1.75E-07,0
2013,1.40E-07,0
2014,1.75E-07,0
2015,3.49E-07,0
2016,2.79E-07,0
2017,3.84E-07,0
2018,2.79E-07,0
2019,6.98E-08,0
2020,1.75E-07,0
2021,1.40E-07,0
2022,2.44E-07,0
2023,1.75E-07,0
2024,3.14E-07,0
2025,2.79E-07,0
2026,2.10E-07,0
2027,2.79E-07,0
2028,2.44E-07,0
2029,3.49E-07,0
2030,1.05E-07,0
2031,4.19E-07,0
2032,1.75E-07,0
2033,1.05E-07,0
2034,2.44E-07,0
2035,3.84E-07,0
2036,3.84E-07,0
2037,2.79E-07,0
2038,2.10E-07,0
2039,3.49E-07,0
2040,2.10E-07,0
2041,3.49E-07,0
2042,1.75E-07,0
2043,3.14E-07,0
2044,1.75E-07,0
2045,1.75E-07,0
2046,2.10E-07,0
2047,3.14E-07,0
2048,2.10E-07,0
2049,2.44E-07,0
2050,1.75E-07,0
2051,1.75E-07,0
2052,2.44E-07,0
2053,2.10E-07,0
2054,1.75E-07,0
2055,1.75E-07,0
2056,1.05E-07,0
2057,3.49E-07,0
2058,3.14E-07,0
2059,1.40E-07,0
2060,3.14E-07,0
2061,1.75E-07,0
2062,3.49E-08,0
2063,6.98E-08,0
2064,2.10E-07,0
2065,6.98E-08,0
2066,2.10E-07,0
2067,2.44E-07,0
2068,2.10E-07,0
2069,3.49E-08,0
2070,2.44E-07,0
2071,1.75E-07,0
2072,2.44E-07,0
2073,1.75E-07,0
2074,1.75E-07,0
2075,1.40E-07,0
2076,1.40E-07,0
2077,1.40E-07,0
2078,2.44E-07,0
2079,6.98E-08,0
2080,1.40E-07,0
2081,4.54E-07,0
2082,2.79E-07,0
2083,2.79E-07,0
2084,1.40E-07,0
2085,3.49E-07,0
2086,1.75E-07,0
2087,1.75E-07,0
2088,4.54E-07,0
2089,2.10E-07,0
2090,1.75E-07,0
2091,1.05E-07,0
2092,1.75E-07,0
2093,1.05E-07,0
2094,2.44E-07,0
2095,1.40E-07,0
2096,2.44E-07,0
2097,1.75E-07,0
2098,1.75E-07,0
2099,6.98E-08,0
2100,1.75E-07,0
2101,6.98E-08,0
2102,1.40E-07,0
2103,3.14E-07,0
2104,3.84E-07,0
2105,1.40E-07,0
2106,2.79E-07,0
2107,6.98E-08,0
2108,1.75E-07,0
2109,1.40E-07,0
2110,1.05E-07,0
2111,1.40E-07,0
2112,1.05E-07,0
2113,4.19E-07,0
2114,2.44E-07,0
2115,1.75E-07,0
2116,1.40E-07,0
2117,2.10E-07,0
2118,1.05E-07,0
2119,1.75E-07,0
2120,2.44E-07,0
2121,6.98E-08,0
2122,2.79E-07,0
2123,1.75E-07,0
2124,2.44E-07,0
2125,2.10E-07,0
2126,1.75E-07,0
2127,1.75E-07,0
2128,1.75E-07,0
2129,3.14E-07,0
2130,1.75E-07,0
2131,6.98E-08,0
2132,1.05E-07,0
2133,2.10E-07,0
2134,1.40E-07,0
2135,1.75E-07,0
2136,1.75E-07,0
2137,1.75E-07,0
2138,6.98E-08,0
2139,1.05E-07,0
2140,1.40E-07,0
2141,2.44E-07,0
2142,1.05E-07,0
2143,2.10E-07,0
2144,2.10E-07,0
2145,2.44E-07,0
2146,2.79E-07,0
2147,1.40E-07,0
2148,1.05E-07,0
2149,2.44E-07,0
2150,1.75E-07,0
2151,2.79E-07,0
2152,1.75E-07,0
2153,6.98E-08,0
2154,1.75E-07,0
2155,1.05E-07,0
2156,2.44E-07,0
2157,2.44E-07,0
2158,1.40E-07,0
2159,6.98E-08,0
2160,2.79E-07,0
2161,1.40E-07,0
2162,0,0
2163,1.05E-07,0
2164,1.05E-07,0
2165,1.40E-07,0
2166,1.40E-07,0
2167,1.05E-07,0
2168,1.40E-07,0
2169,1.05E-07,0
2170,1.05E-07,0
2171,1.40E-07,0
2172,1.40E-07,0
2173,1.40E-07,0
2174,1.75E-07,0
2175,1.75E-07,0
2176,1.40E-07,0
2177,2.44E-07,0
2178,3.49E-08,0
2179,6.98E-08,0
2180,1.40E-07,0
2181,1.40E-07,0
2182,1.40E-07,0
2183,1.05E-07,0
2184,1.75E-07,0
2185,1.40E-07,0
2186,6.98E-08,0
2187,2.10E-07,0
2188,2.10E-07,0
2189,6.98E-08,0
2190,6.98E-08,0
2191,6.98E-08,0
2192,6.98E-08,0
2193,1.40E-07,0
2194,1.40E-07,0
2195,1.40E-07,0
2196,6.98E-08,0
2197,1.05E-07,0
2198,0,0
2199,1.05E-07,0
2200,1.40E-07,0
2201,1.05E-07,0
2202,1.05E-07,0
2203,1.05E-07,0
2204,0,0
2205,1.05E-07,0
2206,6.98E-08,0
2207,1.75E-07,0
2208,0,0
2209,6.98E-08,0
2210,3.49E-08,0
2211,2.10E-07,0
2212,1.05E-07,0
2213,1.75E-07,0
2214,6.98E-08,0
2215,1.40E-07,0
2216,6.98E-08,0
2217,6.98E-08,0
2218,3.49E-08,0
2219,1.75E-07,0
2220,1.05E-07,0
2221,1.05E-07,0
2222,6.98E-08,0
2223,2.44E-07,0
2224,1.75E-07,0
2225,1.40E-07,0
2226,6.98E-08,0
2227,3.49E-08,0
2228,1.75E-07,0
2229,1.05E-07,0
2230,1.75E-07,0
2231,0,0
2232,1.40E-07,0
2233,1.75E-07,0
2234,2.10E-07,0
2235,1.05E-07,0
2236,3.49E-08,0
2237,3.49E-08,0
2238,3.49E-08,0
2239,1.75E-07,0
2240,6.98E-08,0
2241,6.98E-08,0
2242,1.05E-07,0
2243,1.05E-07,0
2244,1.40E-07,0
2245,3.49E-08,0
2246,3.49E-08,0
2247,6.98E-08,0
2248,1.05E-07,0
2249,6.98E-08,0
2250,1.75E-07,0
2251,6.98E-08,0
2252,1.75E-07,0
2253,6.98E-08,0
2254,6.98E-08,0
2255,3.49E-08,0
2256,6.98E-08,0
2257,3.49E-08,0
2258,3.49E-08,0
2259,1.05E-07,0
2260,1.75E-07,0
2261,3.49E-08,0
2262,1.05E-07,0
2263,1.40E-07,0
2264,1.75E-07,0
2265,3.49E-08,0
2266,1.05E-07,0
2267,6.98E-08,0
2268,1.05E-07,0
2269,3.49E-08,0
2270,6.98E-08,0
2271,3.49E-08,0
2272,6.98E-08,0
2273,3.49E-08,0
2274,3.49E-08,0
2275,1.05E-07,0
2276,6.98E-08,0
2277,1.05E-07,0
2278,1.05E-07,0
2279,1.05E-07,0
2280,6.98E-08,0
2281,6.98E-08,0
2282,6.98E-08,0
2283,6.98E-08,0
2284,1.05E-07,0
2285,3.49E-08,0
2286,6.98E-08,0
2287,6.98E-08,0
2288,0,0
2289,1.75E-07,0
2290,3.49E-08,0
2291,3.49E-08,0
2292,1.40E-07,0
2293,3.49E-08,0
2294,1.40E-07,0
2295,3.49E-08,0
2296,1.40E-07,0
2297,1.05E-07,0
2298,3.14E-07,0
2299,6.98E-08,0
2300,0,0
2301,6.98E-08,0
2302,6.98E-08,0
2303,3.49E-08,0
2304,1.05E-07,0
2305,2.44E-07,0
2306,1.40E-07,0
2307,1.05E-07,0
2308,1.40E-07,0
2309,2.10E-07,0
2310,6.98E-08,0
2311,3.49E-08,0
2312,6.98E-08,0
2313,1.05E-07,0
2314,1.05E-07,0
2315,1.75E-07,0
2316,1.05E-07,0
2317,0,0
2318,1.40E-07,0
2319,1.05E-07,0
2320,3.49E-08,0
2321,6.98E-08,0
2322,0,0
2323,1.05E-07,0
2324,3.49E-08,0
2325,2.10E-07,0
2326,6.98E-08,0
2327,1.05E-07,0
2328,3.49E-08,0
2329,1.40E-07,0
2330,0,0
2331,1.05E-07,0
2332,1.05E-07,0
2333,6.98E-08,0
2334,1.05E-07,0
2335,3.49E-08,0
2336,6.98E-08,0
2337,6.98E-08,0
2338,6.98E-08,0
2339,6.98E-08,0
2340,6.98E-08,0
2341,6.98E-08,0
2342,1.05E-07,0
2343,6.98E-08,0
2344,1.40E-07,0
2345,3.49E-08,0
2346,6.98E-08,0
2347,6.98E-08,0
2348,3.49E-08,0
2349,1.05E-07,0
2350,0,0
2351,1.40E-07,0
2352,6.98E-08,0
2353,6.98E-08,0
2354,2.10E-07,0
2355,1.40E-07,0
2356,1.05E-07,0
2357,6.98E-08,0
2358,6.98E-08,0
2359,6.98E-08,0
2360,6.98E-08,0
2361,0,0
2362,1.05E-07,0
2363,3.49E-08,0
2364,6.98E-08,0
2365,6.98E-08,0
2366,3.49E-08,0
2367,6.98E-08,0
2368,3.49E-08,0
2369,0,0
2370,6.98E-08,0
2371,0,0
2372,6.98E-08,0
2373,6.98E-08,0
2374,3.49E-08,0
2375,0,0
2376,0,0
2377,3.49E-08,0
2378,3.49E-08,0
2379,3.49E-08,0
2380,6.98E-08,0
2381,3.49E-08,0
2382,6.98E-08,0
2383,3.49E-08,0
2384,0,0
2385,3.49E-08,0
2386,0,0
2387,0,0
2388,3.49E-08,0
2389,3.49E-08,0
2390,3.49E-08,0
2391,1.40E-07,0
2392,6.98E-08,0
2393,1.05E-07,0
2394,2.10E-07,0
2395,0,0
2396,3.49E-08,0
2397,0,0
2398,0,0
2399,1.75E-07,0
2400,3.49E-08,0
2401,0,0
2402,6.98E-08,0
2403,3.49E-08,0
2404,0,0
2405,0,0
2406,0,0
2407,3.49E-08,0
2408,3.49E-08,0
2409,3.49E-08,0
2410,0,0
2411,1.05E-07,0
2412,3.49E-08,0
2413,3.49E-08,0
2414,6.98E-08,0
2415,1.40E-07,0
2416,3.49E-08,0
2417,1.05E-07,0
2418,6.98E-08,0
2419,3.49E-08,0
2420,3.49E-08,0
2421,0,0
2422,3.49E-08,0
2423,3.49E-08,0
2424,0,0
2425,3.49E-08,0
2426,3.49E-08,0
2427,6.98E-08,0
2428,0,0
2429,1.75E-07,0
2430,3.49E-08,0
2431,1.75E-07,0
2432,1.05E-07,0
2433,0,0
2434,0,0
2435,1.05E-07,0
2436,1.05E-07,0
2437,0,0
2438,3.49E-08,0
2439,0,0
2440,0,0
2441,6.98E-08,0
2442,1.05E-07,0
2443,3.49E-08,0
2444,1.75E-07,0
2445,6.98E-08,0
2446,6.98E-08,0
2447,3.49E-08,0
2448,6.98E-08,0
2449,0,0
2450,6.98E-08,0
2451,3.49E-08,0
2452,1.40E-07,0
2453,6.98E-08,0
2454,1.05E-07,0
2455,3.49E-08,0
2456,0,0
2457,0,0
2458,0,0
2459,6.98E-08,0
2460,3.49E-08,0
2461,6.98E-08,0
2462,0,0
2463,6.98E-08,0
2464,6.98E-08,0
2465,6.98E-08,0
2466,3.49E-08,0
2467,3.49E-08,0
2468,6.98E-08,0
2469,1.05E-07,0
